id;name;region;city;address;website;phone;fax;email;director;legal_form;source_url
609;Санаторий «Леденгск»;Вологодская область;;161350, Вологодская область, с. им. Бабушкино, ул. Садовая, д. 42-а;;+7 (817-45) 2-20-34, 2-14-67;2-20-35;GPLedengsk@mail.ru;Пятовский Анатолий Иванович;государственная;https://sanatoria.ru/san.php?org=609
610;Санаторий им.;Ставропольский край;Ессентуки;357600, Ставропольский край, г. Ессентуки, ул. Ленина, д. 3;;+7 (879-34) 6-18-25, 6-76-01;6-26-77;pavlova@esstel.ru;- главный врач;Лечебно-профилактическое учреждение;https://sanatoria.ru/san.php?org=610
611;Санаторий-профилакторий «Горизонт»;Республика Саха (Якутия);Нерюнгри;678960, Республика Саха (Якутия), г. Нерюнгри, Больничный комплекс;;+7 (41147) 40742, 8-924-361-02-52;40742;doctor62@rambler.ru;Тонконогий Михаил Владимирович;ОАО ХК;https://sanatoria.ru/san.php?org=611
612;Санаторий-профилакторий «Авангард»;Республика Башкортостан;Уфа;450018, Республика Башкортостан, г. Уфа, ул. Элеваторная, 12/1;http://uapo.ru/o-sanatorii;+7 (347) 269-41-15, 269-41-16, +7 (950) 943-15-46;269-41-16;haykinvm@tdhc.ru;Хайкин Владислав Михайлович;;https://sanatoria.ru/san.php?org=612
613;Пансионат с лечением «Кристалл»;Краснодарский край;Сочи;354067, Краснодарский край, г. Сочи, п. Хоста, ул. Ялтинская, 4;http://www.kristall-sochi.ru/;+7 (862) 265-06-03, 265-49-61;265-48-64;info@kristall-sochi.ru;Славкинская Наталья Борисовна;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=613
614;Санаторий «Солнечногорский»;городской округ Солнечногорский;;141531, Московская область, городской округ Солнечногорский, посёлок санатория Министерства Обороны, стр. 1;http://skkpodmoskovie.ru/sanatoriums/sanatoriy-solnechnogorskiy/;+7 (495) 255-32-22 доб. 2, +7 (495) 255-32-22, +7 (496) 263-20-20;;skk_pm_2@mil.ru;;филиал федерального государственного бюджетного учреждения;https://sanatoria.ru/san.php?org=614
615;Санаторий-профилакторий «Бальзам»;Красноярский край;;662608, Красноярский край, Минусинский район, промышленная площадка Электрокомплекса, проспект Электромашиностроителей, 2/2;;+7 (39132) 5-02-41, 5-02-38, +7 (950) 966-12-02, +7 (950) 966-65-11;+7 (39132) 5-02-38;BalsamSP@rambler.ru;Черненко Маргарита Вячеславовна;частная;https://sanatoria.ru/san.php?org=615
616;Пансионат «Солнечный» МИС России;Московская область;Звенигород;143180, Московская область, Одинцовский район, г. Звенигород, п. Верхний Посад;http://www.sunnyholiday.ru/;+7 (495) 992-42-03, 992-41-05, 992-41-43;992-42-03, 992-42-05;info@sunnyholiday.ru;Красиловский Вадим Сергеевич;федеральное государственное унитарное предприятие;https://sanatoria.ru/san.php?org=616
617;Пансионат «Парус» с лечением;;;Московская обл., Рузский район, п/о Нововолново, панс. Парус;http://parusruza.com/;+7 (916) 568-48-97, +7 (495) 984-75-64;+7 (49627) 249-80;ruzaparus@mail.ru;Болотин Алексей Анатольевич;ООО;https://sanatoria.ru/san.php?org=617
618;Санаторий «Новый источник» медицинское учреждение Вологодской областной федерации профсоюзов;;;160548, Вологодская обл., Вологодский район, п. Новый источник;http://www.istochnik35.ru/;+7 (8172) 59-70-40, 72-31-55;59-70-41;sanatory@novy-istochnik.ru;Тонкий Алексей Леонидович;учреждение;https://sanatoria.ru/san.php?org=618
619;Санаторий «Электра»;Иркутская область;;664518, Иркутская область, Иркутский район, Байкальский тракт, 43 км, санаторий «Электра»;http://www.grandbaikal.ru/;+7 (3952) 79-03-47, 79-01-99;;electra@grandbaikal.ru;Зубрей Светлана Анатольевна;;https://sanatoria.ru/san.php?org=619
620;Санаторий «Ясные зори»;;;150501, Ярославская обл., Ярославский р-н, Туношенское с.п., д. Заборное, ул. Речная, зд. 1;http://yasn-zori.ru/;+7 (485) 243-94-99, +7 (485) 243-94-89, +7 (903) 829 87 02;;yasn-zori@yandex.ru;Дозорова Вера Константиновна;Муниципальное учреждение здравоохранения;https://sanatoria.ru/san.php?org=620
621;Санаторий «Родник Алтая»;Алтайский край;Белокуриха;659900, Алтайский край, город Белокуриха, ул. Братьев Ждановых, д. 2;http://rodnik-altaya.com/;+7 (800) 550-08-80, +7 (38577) 33-003;;sales@rodnik-altaya.com;Беседина Анна Никитична;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=621
622;Санаторий «Старинная Анапа»;;Анапа;353440, г. Анапа, ул. Набережная, д. 2;http://www.starinnaya-anapa.ru/;+7 (86133) 4-05-04, 4-38-48;4-05-04;strn-anapa@mail.ru;Мазуренко Дмитрий Анатольевич;Общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=622
623;Санаторий «Пады»;Саратовская область;;412345, Саратовская область, Балашовский район, с. Пады, улица Санаторий, дом № 9;http://pady.ru/;+7 (84545) 79-3-45, 79-3-47, 79-3-30;79-345;San@pady.ru;Горлачёв Виктор Алексеевич;закрытое акционерное общество;https://sanatoria.ru/san.php?org=623
624;Санаторий «Тирвас»;;Кировск;184250, Мурманская обл., г. Кировск, ул. Ленинградская, д. 1;http://tirvas.com/;+7 (81531) 3-22-50, 3-36-80, 3-38-03;3-17-02;MVPopova@phosagro.ru;Шапошник Юрий Петрович;открытое акционерное общество;https://sanatoria.ru/san.php?org=624
